Entity,Year,Code,Male (males suffering from depression),Female (females suffering from depression),Male Population,Female Population,Percentage of Male Suffering from Depression,Percentage of Female Suffering from Depression
Montenegro,2005,MNE,6683.903255,11637.23102,302885,313508,2.21%,3.71%
Montenegro,2006,MNE,6720.631756,11676.17132,303619,314216,2.21%,3.72%
Montenegro,2007,MNE,6773.593678,11676.80969,304581,314903,2.22%,3.71%
Montenegro,2008,MNE,6815.116712,11734.02747,305661,315548,2.23%,3.72%
Montenegro,2009,MNE,6860.003916,11762.39233,306710,316136,2.24%,3.72%
Montenegro,2010,MNE,6905.449396,11823.56688,307613,316672,2.24%,3.73%
Montenegro,2011,MNE,6936.95242,11863.86929,308325,317144,2.25%,3.74%
Montenegro,2012,MNE,6961.698993,11904.4384,308849,317540,2.25%,3.75%
Montenegro,2013,MNE,6989.759834,11961.51321,309240,317861,2.26%,3.76%
Montenegro,2014,MNE,7006.158177,11985.66784,309545,318121,2.26%,3.77%
Montenegro,2015,MNE,7051.321856,12038.24758,309829,318348,2.28%,3.78%
Montenegro,2016,MNE,7078.484748,12093.34995,310090,318524,2.28%,3.80%
Morocco,1990,MAR,473140.0331,686970.6084,12413010,12466120,3.81%,5.51%
Morocco,1991,MAR,484019.5654,704525.1683,12637695,12699160,3.83%,5.55%
Morocco,1992,MAR,495768.1993,722033.7842,12858097,12933387,3.86%,5.58%
Morocco,1993,MAR,506910.4156,741020.9439,13071937,13165490,3.88%,5.63%
Morocco,1994,MAR,518903.2331,760399.811,13276227,13390820,3.91%,5.68%
Morocco,1995,MAR,531987.013,781338.2772,13469051,13606180,3.95%,5.74%
Morocco,1996,MAR,549396.7821,806084.5888,13649871,13810738,4.02%,5.84%
Morocco,1997,MAR,567678.5543,831682.9229,13820015,14005884,4.11%,5.94%
Morocco,1998,MAR,588210.6902,860244.9728,13981898,14193356,4.21%,6.06%
Morocco,1999,MAR,608757.3503,888023.2045,14138950,14375855,4.31%,6.18%
Morocco,2000,MAR,628884.1282,918245.0069,14293982,14555638,4.40%,6.31%
Morocco,2001,MAR,641326.385,936173.8419,14448499,14733331,4.44%,6.35%
Morocco,2002,MAR,653537.3146,954083.4592,14603068,14909302,4.48%,6.40%
Morocco,2003,MAR,665401.7926,971303.1553,14758566,15085371,4.51%,6.44%
Morocco,2004,MAR,677347.6456,988309.8589,14915668,15263620,4.54%,6.47%
Morocco,2005,MAR,689249.2626,1007498.722,15075319,15445757,4.57%,6.52%
Morocco,2006,MAR,699512.7179,1024413.987,15237076,15632266,4.59%,6.55%
Morocco,2007,MAR,710258.7819,1041200.799,15402405,15823479,4.61%,6.58%
Morocco,2008,MAR,721090.1071,1058277.615,15576278,16020578,4.63%,6.61%
Morocco,2009,MAR,731722.9635,1077092.479,15765066,16224818,4.64%,6.64%
Morocco,2010,MAR,743522.5868,1096401.483,15972814,16436823,4.65%,6.67%
Morocco,2011,MAR,749199.8418,1104001.877,16201692,16657124,4.62%,6.63%
Morocco,2012,MAR,754530.7598,1113518.403,16448955,16884835,4.59%,6.59%
Morocco,2013,MAR,760559.7219,1123309.106,16707453,17117315,4.55%,6.56%
Morocco,2014,MAR,767180.0393,1131750.417,16967126,17350960,4.52%,6.52%
Morocco,2015,MAR,773537.0236,1140834.944,17220410,17582909,4.49%,6.49%
Morocco,2016,MAR,778779.9772,1150702.83,17464680,17812113,4.46%,6.46%
Mozambique,1990,MOZ,151677.2824,233525.5509,6327648,6920006,2.40%,3.37%
Mozambique,1991,MOZ,156983.6201,240743.1803,6479449,7112527,2.42%,3.38%
Mozambique,1992,MOZ,163618.8986,250567.9749,6702947,7368284,2.44%,3.40%
Mozambique,1993,MOZ,171886.1705,261599.5885,6973540,7663466,2.46%,3.41%
Mozambique,1994,MOZ,180140.701,273621.3724,7254165,7962866,2.48%,3.44%
Mozambique,1995,MOZ,187923.63,284708.8941,7518006,8241124,2.50%,3.45%
Mozambique,1996,MOZ,193776.07,292318.4735,7757575,8490652,2.50%,3.44%
Mozambique,1997,MOZ,199061.5337,299719.2534,7981571,8719773,2.49%,3.44%
Mozambique,1998,MOZ,204256.4053,307151.8323,8198651,8938132,2.49%,3.44%
Mozambique,1999,MOZ,210872.5801,315723.2805,8423355,9161519,2.50%,3.45%
Mozambique,2000,MOZ,217328.1891,323880.6652,8666202,9401476,2.51%,3.44%
Mozambique,2001,MOZ,223620.6878,331098.652,8928754,9660005,2.50%,3.43%
Mozambique,2002,MOZ,230483.005,340555.9823,9206673,9932984,2.50%,3.43%
Mozambique,2003,MOZ,237623.5474,348203.0858,9497814,10218786,2.50%,3.41%
Mozambique,2004,MOZ,245597.9266,358433.7679,9798478,10514232,2.51%,3.41%
Mozambique,2005,MOZ,254041.0869,368865.9049,10106007,10817067,2.51%,3.41%
Mozambique,2006,MOZ,261298.3374,377500.4713,10420104,11127348,2.51%,3.39%
Mozambique,2007,MOZ,268831.0006,386199.8603,10741981,11446410,2.50%,3.37%
Mozambique,2008,MOZ,276955.5528,396315.6593,11072215,11774540,2.50%,3.37%
Mozambique,2009,MOZ,285697.8876,406905.1458,11411780,12112280,2.50%,3.36%
Mozambique,2010,MOZ,295353.7751,418049.6661,11761394,12460012,2.51%,3.36%
Mozambique,2011,MOZ,304504.5528,429242.2695,12121182,12817826,2.51%,3.35%
Mozambique,2012,MOZ,313528.6025,440724.5929,12490946,13185662,2.51%,3.34%
Mozambique,2013,MOZ,323430.4837,454169.8277,12870732,13563635,2.51%,3.35%
Mozambique,2014,MOZ,333811.3559,466654.0021,13260534,13951847,2.52%,3.34%
Mozambique,2015,MOZ,344210.0421,480570.6595,13660351,14350344,2.52%,3.35%
Mozambique,2016,MOZ,355851.6018,495047.9953,14070256,14759215,2.53%,3.35%
Myanmar,1990,MMR,334638.2895,456687.6272,19881828,20744424,1.68%,2.20%
Myanmar,1991,MMR,341921.7277,465673.0315,20163826,21026335,1.70%,2.21%
Myanmar,1992,MMR,347410.0864,477070.0451,20425454,21286023,1.70%,2.24%
Myanmar,1993,MMR,355233.7056,484563.3743,20674733,21535048,1.72%,2.25%
Myanmar,1994,MMR,361500.1229,494689.9338,20922875,21789340,1.73%,2.27%
Myanmar,1995,MMR,368954.7954,505347.6077,21177834,22059949,1.74%,2.29%
Myanmar,1996,MMR,376854.2304,513279.5856,21442119,22351184,1.76%,2.30%
Myanmar,1997,MMR,383334.6969,522742.818,21713003,22658517,1.77%,2.31%
Myanmar,1998,MMR,391698.968,532525.8698,21986719,22973215,1.78%,2.32%
Myanmar,1999,MMR,398422.1698,541756.2989,22257240,23282194,1.79%,2.33%
Myanmar,2000,MMR,406460.5514,551732.894,22519793,23575666,1.80%,2.34%
Myanmar,2001,MMR,412455.9392,562390.3015,22775368,23852624,1.81%,2.36%
Myanmar,2002,MMR,417891.0721,570154.1705,23024753,24115471,1.81%,2.36%
Myanmar,2003,MMR,425388.0545,578985.3264,23262805,24362086,1.83%,2.38%
Myanmar,2004,MMR,430648.147,589952.4699,23483068,24590637,1.83%,2.40%
Myanmar,2005,MMR,436714.3755,599676.1752,23681861,24800750,1.84%,2.42%
Myanmar,2006,MMR,442354.9844,608025.4707,23856078,24990394,1.85%,2.43%
Myanmar,2007,MMR,448230.308,616367.0183,24009568,25162019,1.87%,2.45%
Myanmar,2008,MMR,453595.2224,626548.5221,24154228,25325528,1.88%,2.47%
Myanmar,2009,MMR,460260.3928,635383.8934,24306435,25494247,1.89%,2.49%
Myanmar,2010,MMR,468097.0121,646737.3849,24477977,25677919,1.91%,2.52%
Myanmar,2011,MMR,475978.9652,662579.5307,24673017,25880023,1.93%,2.56%
Myanmar,2012,MMR,484323.1793,675835.4165,24888188,26098318,1.95%,2.59%
Myanmar,2013,MMR,494029.923,689849.1549,25118496,26329692,1.97%,2.62%
Myanmar,2014,MMR,503594.3575,706498.9288,25355608,26568566,1.99%,2.66%
Myanmar,2015,MMR,513699.5256,723428.0528,25593153,26810525,2.01%,2.70%
Myanmar,2016,MMR,523752.078,740391.2387,25830064,27055151,2.03%,2.74%
Namibia,1990,NAM,17153.86407,21894.94716,688668,726029,2.49%,3.02%
Namibia,1991,NAM,17906.70504,22815.5356,714037,751706,2.51%,3.04%
Namibia,1992,NAM,18665.85593,23721.22726,737773,775948,2.53%,3.06%
Namibia,1993,NAM,19452.4566,24653.27486,760598,799384,2.56%,3.08%
Namibia,1994,NAM,20226.49527,25639.51109,783685,823024,2.58%,3.12%
Namibia,1995,NAM,21120.74553,26731.11073,807817,847544,2.61%,3.15%
Namibia,1996,NAM,21677.22944,27410.23014,833290,873198,2.60%,3.14%
Namibia,1997,NAM,22407.20596,28130.93094,859507,899477,2.61%,3.13%
Namibia,1998,NAM,23025.39235,28938.04986,885202,925363,2.60%,3.13%
Namibia,1999,NAM,23677.14723,29624.61732,908609,949436,2.61%,3.12%
Namibia,2000,NAM,24184.95071,30313.95129,928512,970748,2.60%,3.12%
Namibia,2001,NAM,24586.6618,30950.40902,944582,989016,2.60%,3.13%
Namibia,2002,NAM,24918.94653,31393.12486,957436,1004716,2.60%,3.12%
Namibia,2003,NAM,25236.36052,31905.48719,967990,1018556,2.61%,3.13%
Namibia,2004,NAM,25510.538,32418.60896,977650,1031582,2.61%,3.14%
Namibia,2005,NAM,25840.5676,32970.1876,987548,1044651,2.62%,3.16%
Namibia,2006,NAM,26128.20591,33465.73181,997846,1057879,2.62%,3.16%
Namibia,2007,NAM,26436.25362,33945.32898,1008587,1071327,2.62%,3.17%
Namibia,2008,NAM,26880.71557,34518.47883,1020635,1085742,2.63%,3.18%
Namibia,2009,NAM,27259.80555,35113.09841,1035031,1101999,2.63%,3.19%
Namibia,2010,NAM,27768.43889,35803.2554,1052446,1120726,2.64%,3.19%
Namibia,2011,NAM,28690.09564,36846.68038,1073340,1142277,2.67%,3.23%
Namibia,2012,NAM,29633.48678,37925.996,1097478,1166461,2.70%,3.25%
Namibia,2013,NAM,30548.99891,39150.65632,1123938,1192581,2.72%,3.28%
Namibia,2014,NAM,31644.41871,40308.76521,1151357,1219634,2.75%,3.30%
Namibia,2015,NAM,32839.52567,41526.61436,1178734,1246821,2.79%,3.33%
Namibia,2016,NAM,33859.45184,42742.41628,1205772,1273939,2.81%,3.36%
Nepal,1990,NPL,205225.8105,314505.5999,9303384,9446031,2.21%,3.33%
Nepal,1991,NPL,210994.1447,320082.7218,9578068,9666993,2.20%,3.31%
Nepal,1992,NPL,217864.5334,326061.1767,9885846,9887925,2.20%,3.30%
Nepal,1993,NPL,225435.2033,333182.3218,10208155,10113016,2.21%,3.29%
Nepal,1994,NPL,231929.9584,340356.4714,10518936,10348192,2.20%,3.29%
Nepal,1995,NPL,239255.1966,348012.1409,10799491,10596893,2.22%,3.28%
Nepal,1996,NPL,246988.6439,361081.1057,11041949,10861432,2.24%,3.32%
Nepal,1997,NPL,253990.412,375831.2351,11251599,11138197,2.26%,3.37%
Nepal,1998,NPL,260670.3611,391144.9734,11438788,11417509,2.28%,3.43%
Nepal,1999,NPL,268091.2188,407341.4157,11619888,11686096,2.31%,3.49%
Nepal,2000,NPL,275118.0303,423186.7987,11806324,11934587,2.33%,3.55%
Nepal,2001,NPL,282449.5492,431781.6898,12002493,12159280,2.35%,3.55%
Nepal,2002,NPL,288748.4764,439811.6775,12203105,12363237,2.37%,3.56%
Nepal,2003,NPL,296820.7671,447665.3162,12398495,12552124,2.39%,3.57%
Nepal,2004,NPL,303278.8505,455524.2693,12574636,12734811,2.41%,3.58%
Nepal,2005,NPL,310994.7624,464959.837,12722375,12917903,2.44%,3.60%
Nepal,2006,NPL,316755.2041,475986.8579,12838038,13102585,2.47%,3.63%
Nepal,2007,NPL,322393.6662,487812.6782,12927718,13287141,2.49%,3.67%
Nepal,2008,NPL,327921.946,498550.8523,13003915,13471946,2.52%,3.70%
Nepal,2009,NPL,333460.5378,512062.741,13084256,13656849,2.55%,3.75%
Nepal,2010,NPL,339958.8586,525495.8387,13181560,13841577,2.58%,3.80%
Nepal,2011,NPL,344440.109,535190.3127,13300101,14027047,2.59%,3.82%
Nepal,2012,NPL,350562.5598,544067.5936,13436587,14213343,2.61%,3.83%
Nepal,2013,NPL,356469.5442,553183.2023,13587023,14398287,2.62%,3.84%
Nepal,2014,NPL,362856.4779,562802.9126,13744390,14578838,2.64%,3.86%
Nepal,2015,NPL,370007.3314,571894.8173,13903375,14752912,2.66%,3.88%
Nepal,2016,NPL,375650.1839,580689.1947,14063302,14919470,2.67%,3.89%
Netherlands,1990,NLD,225101.7799,433820.4498,7402106,7563336,3.04%,5.74%
Netherlands,1991,NLD,227944.6689,440835.0923,7452541,7611981,3.06%,5.79%
Netherlands,1992,NLD,230721.5567,448082.3525,7504803,7661053,3.07%,5.85%
Netherlands,1993,NLD,232597.052,454242.4786,7557784,7710221,3.08%,5.89%
Netherlands,1994,NLD,235573.4158,460894.1003,7610032,7759089,3.10%,5.94%
Netherlands,1995,NLD,237536.134,467283.2583,7660507,7807345,3.10%,5.99%
Netherlands,1996,NLD,237938.6244,466771.238,7708554,7854698,3.09%,5.94%
Netherlands,1997,NLD,238355.726,466281.7041,7754381,7901101,3.07%,5.90%
Netherlands,1998,NLD,239259.1427,467203.1843,7798861,7946789,3.07%,5.88%
Netherlands,1999,NLD,240655.2263,466893.354,7843346,7992179,3.07%,5.84%
Netherlands,2000,NLD,241389.8567,467541.063,7888740,8037448,3.06%,5.82%
Netherlands,2001,NLD,243006.3672,468460.2838,7935343,8082769,3.06%,5.80%
Netherlands,2002,NLD,244735.1447,469044.9328,7982573,8127782,3.07%,5.77%
Netherlands,2003,NLD,245620.0506,469803.9143,8029370,8171578,3.06%,5.75%
Netherlands,2004,NLD,246284.4088,470256.064,8074227,8212956,3.05%,5.73%
Netherlands,2005,NLD,247637.1285,470081.7363,8116075,8251078,3.05%,5.70%
Netherlands,2006,NLD,248592.7634,470940.5867,8154630,8285589,3.05%,5.68%
Netherlands,2007,NLD,249611.3331,472838.4408,8190245,8316811,3.05%,5.69%
Netherlands,2008,NLD,251305.4786,474354.6204,8223323,8345415,3.06%,5.68%
Netherlands,2009,NLD,252894.6794,476651.073,8254524,8372398,3.06%,5.69%
Netherlands,2010,NLD,255227.8262,479020.5411,8284404,8398523,3.08%,5.70%
Netherlands,2011,NLD,257347.2312,481563.7305,8312976,8424032,3.10%,5.72%
Netherlands,2012,NLD,258776.6649,483333.0637,8340282,8448808,3.10%,5.72%
Netherlands,2013,NLD,261258.3056,485405.9073,8366865,8472835,3.12%,5.73%
Netherlands,2014,NLD,263732.9586,488912.1837,8393403,8495950,3.14%,5.75%
Netherlands,2015,NLD,266224.9266,491308.1323,8420387,8518105,3.16%,5.77%
Netherlands,2016,NLD,269103.8503,494599.2669,8448045,8539280,3.19%,5.79%
New Zealand,1990,NZL,61817.31748,89526.12195,1672540,1725635,3.70%,5.19%
New Zealand,1991,NZL,63762.37346,92411.78543,1695963,1750208,3.76%,5.28%
New Zealand,1992,NZL,64736.64557,93959.54406,1724633,1778561,3.75%,5.28%
New Zealand,1993,NZL,65499.13567,95185.24538,1755783,1808690,3.73%,5.26%
New Zealand,1994,NZL,66391.64135,96539.16939,1785467,1837805,3.72%,5.25%
New Zealand,1995,NZL,67464.44971,98104.46252,1810954,1863986,3.73%,5.26%
New Zealand,1996,NZL,68030.00991,99398.52464,1831071,1886281,3.72%,5.27%
New Zealand,1997,NZL,68437.66757,100738.8516,1846889,1905466,3.71%,5.29%
New Zealand,1998,NZL,68543.40243,101400.6844,1860618,1923358,3.68%,5.27%
New Zealand,1999,NZL,68662.72267,102404.3901,1875537,1942591,3.66%,5.27%
New Zealand,2000,NZL,68551.19295,103180.9962,1893983,1965009,3.62%,5.25%
New Zealand,2001,NZL,68911.63067,104273.4403,1916651,1991290,3.60%,5.24%
New Zealand,2002,NZL,69844.49605,105922.7533,1942622,2020580,3.60%,5.24%
New Zealand,2003,NZL,71035.29273,108372.5021,1970665,2051409,3.60%,5.28%
New Zealand,2004,NZL,72208.87391,110358.5722,1998827,2081594,3.61%,5.30%
New Zealand,2005,NZL,72904.27866,112016.2173,2025748,2109605,3.60%,5.31%
New Zealand,2006,NZL,73652.91935,113424.843,2051005,2134917,3.59%,5.31%
New Zealand,2007,NZL,74270.45865,114517.2906,2075065,2158080,3.58%,5.31%
New Zealand,2008,NZL,74610.92919,115637.5824,2098414,2179916,3.56%,5.30%
New Zealand,2009,NZL,75138.9613,116600.8481,2121792,2201687,3.54%,5.30%
New Zealand,2010,NZL,75849.96156,117695.8621,2145763,2224297,3.53%,5.29%
New Zealand,2011,NZL,76536.37287,118355.892,2170410,2247963,3.53%,5.27%
New Zealand,2012,NZL,77250.71587,118931.6948,2195433,2272312,3.52%,5.23%
New Zealand,2013,NZL,78155.80236,119856.5339,2220507,2297021,3.52%,5.22%
New Zealand,2014,NZL,79321.45228,120576.4642,2245131,2321570,3.53%,5.19%
New Zealand,2015,NZL,80108.18934,121593.3471,2268961,2345566,3.53%,5.18%
New Zealand,2016,NZL,81237.33365,122786.9213,2291895,2368939,3.54%,5.18%
Nicaragua,1990,NIC,34016.57437,52861.5108,2055398,2089160,1.65%,2.53%
Nicaragua,1991,NIC,35187.08059,54705.59573,2100074,2136729,1.68%,2.56%
Nicaragua,1992,NIC,36258.67797,56719.39678,2146245,2185022,1.69%,2.60%
Nicaragua,1993,NIC,37587.81826,58931.62137,2193108,2233467,1.71%,2.64%
Nicaragua,1994,NIC,38776.40577,61179.52079,2239487,2281232,1.73%,2.68%
Nicaragua,1995,NIC,40242.59353,63407.33691,2284522,2327712,1.76%,2.72%
Nicaragua,1996,NIC,41542.30943,65487.87692,2328009,2372770,1.78%,2.76%
Nicaragua,1997,NIC,42895.92429,67644.94041,2370126,2416518,1.81%,2.80%
Nicaragua,1998,NIC,44287.238,69683.64242,2410719,2458906,1.84%,2.83%
Nicaragua,1999,NIC,45715.05546,71894.38082,2449707,2499948,1.87%,2.88%
Nicaragua,2000,NIC,47155.55402,74096.28559,2487083,2539701,1.90%,2.92%
Nicaragua,2001,NIC,48583.29143,76059.4818,2522708,2578044,1.93%,2.95%
Nicaragua,2002,NIC,49702.21915,77956.66827,2556689,2615043,1.94%,2.98%
Nicaragua,2003,NIC,50926.58373,80049.43824,2589616,2651255,1.97%,3.02%
Nicaragua,2004,NIC,52364.97554,81852.75209,2622320,2687384,2.00%,3.05%
Nicaragua,2005,NIC,53561.76913,83706.18858,2655387,2723934,2.02%,3.07%
Nicaragua,2006,NIC,54699.6214,85330.96523,2689062,2761152,2.03%,3.09%
Nicaragua,2007,NIC,55858.14057,86877.3575,2723223,2798889,2.05%,3.10%
Nicaragua,2008,NIC,56924.30778,88499.83528,2757742,2836764,2.06%,3.12%
Nicaragua,2009,NIC,57911.15357,89982.65152,2792354,2874230,2.07%,3.13%
Nicaragua,2010,NIC,59106.40336,91584.75228,2826852,2910867,2.09%,3.15%
Nicaragua,2011,NIC,60330.07644,93083.9985,2861241,2946579,2.11%,3.16%
Nicaragua,2012,NIC,61591.86941,94852.64951,2895595,2981512,2.13%,3.18%
Nicaragua,2013,NIC,62698.87229,96697.49061,2929862,3015880,2.14%,3.21%
Nicaragua,2014,NIC,63951.00901,98285.75002,2964010,3049991,2.16%,3.22%
Nicaragua,2015,NIC,65162.09932,100202.8528,2997971,3084060,2.17%,3.25%
Nicaragua,2016,NIC,66470.25524,101875.1461,3031765,3118164,2.19%,3.27%
Niger,1990,NER,75748.3316,128936.7545,3911275,4101582,1.94%,3.14%
Niger,1991,NER,78065.32564,132437.8465,4041170,4231809,1.93%,3.13%
Niger,1992,NER,80495.04084,136338.4504,4181092,4368326,1.93%,3.12%
Niger,1993,NER,83483.71605,140917.2367,4330992,4511428,1.93%,3.12%
Niger,1994,NER,86877.30874,145928.5891,4490444,4661314,1.93%,3.13%
Niger,1995,NER,90100.47639,150969.5265,4659109,4818228,1.93%,3.13%
Niger,1996,NER,93379.93707,155011.9517,4837423,4982534,1.93%,3.11%
Niger,1997,NER,97232.81405,159965.9334,5025500,5154564,1.93%,3.10%
Niger,1998,NER,101090.9173,165335.3632,5222095,5334459,1.94%,3.10%
Niger,1999,NER,105281.3314,171088.453,5425502,5522330,1.94%,3.10%
Niger,2000,NER,109583.1135,177343.4557,5634643,5718338,1.94%,3.10%
Niger,2001,NER,113004.9289,182009.9538,5849181,5922791,1.93%,3.07%
Niger,2002,NER,117335.5607,187342.6122,6069887,6136118,1.93%,3.05%
Niger,2003,NER,121697.5128,192912.5233,6298137,6358729,1.93%,3.03%
Niger,2004,NER,126434.1093,199446.1133,6535917,6591086,1.93%,3.03%
Niger,2005,NER,131370.3037,206102.0494,6784789,6833662,1.94%,3.02%
Niger,2006,NER,135834.5825,212314.1863,7045342,7086723,1.93%,3.00%
Niger,2007,NER,140548.7862,218631.388,7317653,7350683,1.92%,2.97%
Niger,2008,NER,145643.3995,226165.6672,7602210,7626314,1.92%,2.97%
Niger,2009,NER,151322.2331,233733.3801,7899406,7914509,1.92%,2.95%
Niger,2010,NER,157435.9252,242282.0679,8209607,8215975,1.92%,2.95%
Niger,2011,NER,162846.9118,251010.7667,8533334,8531303,1.91%,2.94%
Niger,2012,NER,169540.7076,259808.096,8870996,8860638,1.91%,2.93%
Niger,2013,NER,176086.9759,270012.8714,9222647,9203721,1.91%,2.93%
Niger,2014,NER,182898.438,279663.2258,9588195,9560030,1.91%,2.93%
Niger,2015,NER,190561.8607,290163.5227,9967702,9929261,1.91%,2.92%
Niger,2016,NER,198150.7234,301618.0735,10361399,10311581,1.91%,2.93%
Nigeria,1990,NGA,1156241.382,1822030.503,47928865,47341122,2.41%,3.85%
Nigeria,1991,NGA,1181307.582,1861066.625,49172405,48553919,2.40%,3.83%
Nigeria,1992,NGA,1210049.98,1904533.217,50434561,49786991,2.40%,3.83%
Nigeria,1993,NGA,1238995.161,1954602.975,51719357,51042377,2.40%,3.83%
Nigeria,1994,NGA,1269288.236,2001937.389,53032748,52323042,2.39%,3.83%
Nigeria,1995,NGA,1304088.922,2059248.749,54379689,53631778,2.40%,3.84%
Nigeria,1996,NGA,1347887.47,2127921.933,55762570,54970342,2.42%,3.87%
Nigeria,1997,NGA,1395317.476,2204443.094,57182368,56340346,2.44%,3.91%
Nigeria,1998,NGA,1445502.711,2281582.407,58641272,57744481,2.46%,3.95%
Nigeria,1999,NGA,1500065.508,2370427.059,60141331,59185740,2.49%,4.01%
Nigeria,2000,NGA,1556542.264,2458475.166,61684870,60667141,2.52%,4.05%
Nigeria,2001,NGA,1591652.789,2501047.74,63273290,62190152,2.52%,4.02%
Nigeria,2002,NGA,1631853.964,2556623.98,64909403,63757309,2.51%,4.01%
Nigeria,2003,NGA,1669650.664,2604755.15,66598567,65373970,2.51%,3.98%
Nigeria,2004,NGA,1715142.619,2665793.522,68347162,67046454,2.51%,3.98%
Nigeria,2005,NGA,1758109.621,2723696.032,70159951,68779523,2.51%,3.96%
Nigeria,2006,NGA,1813128.517,2803684.479,72038835,70575264,2.52%,3.97%
Nigeria,2007,NGA,1871400.454,2887256.69,73983516,72433511,2.53%,3.99%
Nigeria,2008,NGA,1933471.729,2976472.97,75993598,74353789,2.54%,4.00%
Nigeria,2009,NGA,2000521.645,3076423.294,78067685,76334494,2.56%,4.03%
Nigeria,2010,NGA,2070239.473,3175406.007,80204204,78374055,2.58%,4.05%
Nigeria,2011,NGA,2096218.859,3197279.83,82403867,80473208,2.54%,3.97%
Nigeria,2012,NGA,2118162.505,3221882.315,84665809,82631480,2.50%,3.90%
Nigeria,2013,NGA,2137834.881,3253496.967,86984834,84844471,2.46%,3.83%
Nigeria,2014,NGA,2175180.188,3284049.785,89354138,87106365,2.43%,3.77%
Nigeria,2015,NGA,2197709.2,3315829.041,91768732,89413015,2.39%,3.71%
Nigeria,2016,NGA,2232938.625,3359613.987,94226760,91762885,2.37%,3.66%
North Africa and Middle East,1990,NA,4472964.245,6345959.508,NA,NA,NA,NA
North Africa and Middle East,1991,NA,4602391.682,6530885.376,NA,NA,NA,NA
North Africa and Middle East,1992,NA,4748457.007,6732947.187,NA,NA,NA,NA
North Africa and Middle East,1993,NA,4898199.117,6946622.369,NA,NA,NA,NA
North Africa and Middle East,1994,NA,5054095.843,7169022.93,NA,NA,NA,NA
North Africa and Middle East,1995,NA,5221015.866,7405022.922,NA,NA,NA,NA
North Africa and Middle East,1996,NA,5350518.894,7623113.883,NA,NA,NA,NA
North Africa and Middle East,1997,NA,5491274.6,7860865.215,NA,NA,NA,NA
North Africa and Middle East,1998,NA,5640678.427,8104292.341,NA,NA,NA,NA
North Africa and Middle East,1999,NA,5787723.378,8348915.522,NA,NA,NA,NA
North Africa and Middle East,2000,NA,5948393.217,8609297.726,NA,NA,NA,NA
North Africa and Middle East,2001,NA,6126217.362,8846046.856,NA,NA,NA,NA
North Africa and Middle East,2002,NA,6319688.03,9095751.983,NA,NA,NA,NA
North Africa and Middle East,2003,NA,6523434.323,9349169.811,NA,NA,NA,NA
North Africa and Middle East,2004,NA,6732645.751,9615444.895,NA,NA,NA,NA
North Africa and Middle East,2005,NA,6951544.989,9892422.692,NA,NA,NA,NA
North Africa and Middle East,2006,NA,7121927.074,10126744.77,NA,NA,NA,NA
North Africa and Middle East,2007,NA,7295368.035,10357139.22,NA,NA,NA,NA
North Africa and Middle East,2008,NA,7471446.256,10594038.01,NA,NA,NA,NA
